,Representative,Metric,Num,Unit
5292,1D3P,Ka,24300000.0,M^-1
5293,1A2C,Ki,22.0,fM
5294,3QTV,Ki,22.5,uM
5295,1K21,Ki,4.2,nM
5296,4BAN,Ki,2.43,nM
5297,1G30,Ki,140.0,nM
5298,1MU6,Ki,4.2,nM
5299,1FPC,Ki,0.1,uM
5300,1W7G,Ki,13.0,uM
5301,3DHK,Ki,47.0,nM
5302,2ZO3,Ki,0.1,nM
5303,3TU7,ic50,0.046,uM
5304,1KTS,Ki,4.5,nM
5305,1GHY,Ki,0.008,uM
5306,1MU8,Ki,1.0,nM
5307,1MUE,Ki,2.3,nM
5308,2C8W,ic50,3.5,nM
5309,1O5G,Ki,11.0,uM
5310,1BCU,Kd,0.53,mM
5311,3QTO,Ki,74.8,uM
5312,1GHW,Ki,4.0,uM
5313,1C1V,Ki,0.023,uM
5314,1TOM,Ki,0.09,nM
5315,1KTT,ic50,1.5,uM
5316,3SV2,Ki,64.0,uM
5317,1O2G,Ki,0.76,uM
5318,2C93,ic50,12.0,uM
5319,4LXB,ic50,7.0,nM
5320,3QWC,Ki,55.4,uM
5321,2A2X,ic50,20.2,nM
5322,1D3D,Ka,1240000000.0,M^-1
5323,5AFZ,Kd,0.16,uM
5324,4UE7,Kd,107.0,uM
5325,4AX9,Ki,0.00027,uM
5326,4UEH,Kd,355.0,uM
5327,5AF9,Kd,1003.0,uM
5328,4UD9,Kd,475.0,uM
5329,2R2M,Ki,47.1,nM
5330,1T4V,ic50,0.021,uM
5331,4UDW,Kd,0.27,uM
5332,2CF8,Ki,0.008,uM
5333,2CF9,Ki,0.015,uM
5334,1VZQ,Ki,36.0,nM
5335,1SL3,Ki,1.4,pM
5336,1NM6,Ki,0.09,nM
5337,1NT1,Ki,1.3,nM
5338,1TA6,Ki,0.74,nM
5339,1Z71,Ki,0.66,nM
5340,1ZRB,Ki,0.77,nM
5341,3C1K,Ki,0.36,nM
5342,1TA2,Ki,3.0,nM
5343,1EB1,Ki,37.0,pM
5344,1YPE,Ki,8.0,nM
5345,1YPM,Ki,1.9,uM
5346,1YPJ,Ki,95.0,nM
5347,1YPG,Ki,10.0,nM
5348,1YPL,Ki,10.6,uM
5349,3U8T,Ki,16.5,uM
5350,1SB1,Ki,128.0,nM
5351,4HFP,Kd,42.0,nM
5352,3BV9,ic50,6.9,uM
5353,3U8R,Ki,7.7,uM
5354,3U8O,Ki,0.92,uM
5355,1NZQ,ic50,11.0,nM
5356,1BHX,Ki,0.145,uM
5357,3PO1,Kd,95.0,uM
5358,2PKS,ic50,11.0,uM
5359,1D9I,Ki,0.78,nM
5360,1JWT,Ki,14.0,nM
5361,1ZGV,ic50,1.0,uM
5362,2BDY,ic50,0.017,uM
5363,1ZGI,Ki,4.6,uM
5364,1D6W,Ki,1100.0,nM
5365,2FEQ,ic50,1.4,nM
5366,1C4V,Ki,0.016,nM
5367,2ANK,ic50,47.3,nM
5368,1ETS,Ki,6.0,nM
5369,1UVT,Ki,0.023,uM
5370,1ETT,Ki,1.3,uM
5371,2CN0,Ki,22.0,nM
5372,1RIW,ic50,28.0,nM
5373,2ANM,ic50,1.8,nM
5374,1C5N,Ki,20.0,uM
5375,2JH0,Ki,2.0,nM
5376,1WBG,ic50,1.0,mM
5377,3DA9,Kd,3.1,uM
5378,1QJ1,ic50,9.0,nM
5379,4BAO,Ki,4.29,nM
5380,2JH5,Ki,367.0,nM
5381,1QJ6,ic50,18.0,nM
5382,1AWF,Ki,0.97,uM
5383,2GDE,ic50,5.7,nM
5384,8KME,Ki,8.0,uM
5385,1QJ7,ic50,18.0,nM
5386,1AD8,Ki,247.0,nM
5387,2JH6,Ki,17.0,nM
5388,3BF6,ic50,40.0,uM
5389,1WAY,ic50,400.0,uM
5390,7KME,Ki,40.0,uM
5391,2FES,ic50,0.98,nM
5392,1O0D,ic50,6.2,nM
5393,1C4U,Ki,0.043,nM
5394,1OYT,Ki,0.057,uM
5395,4YP5,Ki,65.0,uM
5396,4XOQ,Kd,1.47,uM
5397,4XOO,Kd,14.7,uM
5398,2GC0,Ki,3.0,uM
5399,1KOJ,Ki,0.2,uM
5400,1G98,Ki,2.0,uM
5401,1DQR,Ki,43.0,uM
5402,1GA8,Ki,16.0,mM
5403,1GA8,Ki,2.0,uM
5404,1G9R,Ki,2.0,uM
5405,1U7T,Ki,425.0,uM
5406,1U7T,ic50,92.0,nM
5407,3HAD,Kd,85.5,uM
5408,4D8N,ic50,1.8,uM
5409,5OCA,Kd,180.0,uM
5410,3IB1,Kd,260.0,uM
5411,3IB2,Kd,480.0,uM
5412,3IAZ,Kd,330.0,uM
5413,1O5E,Ki,1.8,uM
5414,1P57,Ki,40.0,uM
5415,2R3Y,Kd,6.5,uM
5416,5F5K,ic50,2.9,uM
5417,3HV8,Kd,104.2,nM
5418,4RFR,Kd,0.29,uM
5419,3T4V,ic50,0.5,uM
5420,3T4H,ic50,5.2,uM
5421,3T3Y,ic50,3.4,uM
5422,5FP3,ic50,1.2590000000000001,uM
5423,5KR7,ic50,2.88,uM
5424,4XDO,ic50,11.0,mM
5425,5FWJ,Ki,0.0061,uM
5426,4OCT,ic50,9.0,uM
5427,4O61,ic50,488.0,uM
5428,5A3T,Ki,0.001,uM
5429,5A3N,ic50,19.0,nM
5430,5A3W,Ki,0.39,uM
5431,5FPU,Ki,0.14,uM
5432,5FV3,Ki,6.32,uM
5433,5A1F,Ki,6.32,uM
5434,5FUN,Ki,0.01,uM
5435,5FP4,ic50,0.251,uM
5436,5FP9,ic50,1.585,uM
5437,3GL6,Kd,0.75,uM
5438,4IE6,ic50,2.8,uM
5439,4IE4,ic50,3.3,uM
5440,4ZS2,ic50,3.23,uM
5441,4IE5,ic50,15.0,uM
5442,4IDZ,ic50,44.0,uM
5443,4ZS3,ic50,6.55,uM
5444,1W31,Ki,0.25,mM
5445,2C94,Ka,6540000.0,M^-1
5446,2C97,Ka,1380000.0,M^-1
5447,2C92,Ka,4500.0,M^-1
5448,2VI5,Ki,110.0,uM
5449,1KYV,Kd,1.2,uM
5450,4PK3,ic50,100.0,uM
5451,1Y4Z,Ki,57.0,nM
5452,1Y5N,Ki,57.0,nM
5453,2VEZ,Ki,2.6,mM
5454,4LHM,Ki,0.68,mM
5455,1UOU,Ki,20.0,nM
5456,2WK6,Ki,0.48,mM
5457,3CV6,ic50,50.0,uM
5458,4X3R,Ki,0.0086,nM
5459,3D7F,ic50,0.5,nM
5460,3BI0,ic50,14.0,nM
5461,4OC3,Ki,5.3,nM
5462,2XEF,Ki,0.145,nM
5463,4OC2,Ki,5.3,nM
5464,2PVV,ic50,438.0,uM
5465,2PVW,ic50,0.3,nM
5466,4OC1,Ki,254.0,nM
5467,4P4D,ic50,1800.0,nM
5468,4P4J,ic50,700.0,nM
5469,3D7D,ic50,14.0,nM
5470,4OC5,Ki,85.0,nM
5471,2C6C,ic50,30.0,nM
5472,4P4B,ic50,14.0,nM
5473,3D7G,ic50,17.0,nM
5474,3SJF,Ki,29.0,nM
5475,3BI1,ic50,0.12,nM
5476,4P4I,ic50,35.0,nM
5477,4P44,ic50,16.0,nM
5478,5D29,ic50,97.0,nM
5479,4P4F,ic50,168.0,nM
5480,2XEG,Ki,0.02,nM
5481,2OR4,ic50,9.5,uM
5482,2XEJ,Ki,1.34,nM
5483,4P45,ic50,16.0,nM
5484,3D7H,ic50,0.06,nM
5485,4P4E,ic50,180.0,nM
5486,2JBJ,Ki,0.2,nM
5487,2XEI,Ki,0.024,nM
5488,3BHX,ic50,0.7,nM
5489,4OC4,Ki,105.0,nM
5490,5ELY,ic50,44.0,nM
5491,4OC0,Ki,318.0,nM
5492,3IWW,Ki,11.0,nM
5493,3RBU,Ki,370.0,pM
5494,3FED,Ki,34.6,nM
5495,3FEE,Ki,230.0,nM
5496,4X6I,Ki,10.0,nM
5497,2ATO,Ki,0.6,uM
5498,4X6H,Ki,22.0,nM
5499,1Q6K,ic50,100.0,nM
5500,3KX1,ic50,100.0,nM
5501,3C9E,Kd,14.0,nM
5502,4OVZ,ic50,0.49,uM
5503,1YKJ,Kd,0.7,uM
5504,1PHH,Ki,470.0,uM
5505,1BF3,Kd,120.0,uM
5506,1IUW,Kd,18.0,uM
5507,1IUX,Kd,231.0,uM
5508,1CC4,Kd,30.0,uM
5509,1K0J,Ki,1.1,mM
5510,1IUT,Kd,24.0,uM
5511,1CC6,Kd,30.0,uM
5512,1IUU,Kd,147.0,uM
5513,1OGX,Kd,0.81,uM
5514,1W6Y,Kd,4.4,uM
5515,5AI1,Kd,3.4,uM
5516,5G2G,Kd,0.9,uM
5517,1E3V,Kd,45.74,uM
5518,2PZV,Kd,135.0,uM
5519,1OGZ,Kd,1.4,uM
5520,5BWX,ic50,16.0,nM
5521,5CR5,ic50,2.0,uM
5522,5BWR,ic50,25.0,uM
5523,5I5W,ic50,1.0,mM
5524,5BWW,ic50,0.5,uM
5525,5I5Y,ic50,1.0,uM
5526,5I60,ic50,1e-08,M
5527,5I5V,ic50,63.0,uM
5528,5BWV,ic50,79.0,nM
5529,5HNE,ic50,50.0,nM
5530,5BWU,ic50,0.63,uM
5531,2HDK,Kd,6.1,mM
5532,2A1H,Ki,65.4,mM
5533,5I5X,ic50,0.2,uM
5534,2ABJ,ic50,0.8,uM
5535,2COI,Ki,3.5,mM
5536,2COJ,Ki,1.3,mM
5537,1QAN,Ki,33.0,uM
5538,4G2R,Kd,35.8,uM
5539,3NIM,Kd,17.7,uM
5540,3NIK,Kd,358.8,uM
5541,2WFG,ic50,38.0,uM
5542,4M52,Ki,140.0,nM
5543,3II4,Ki,865.0,nM
5544,5U8U,Kd,84.0,mM
5545,5U8W,Kd,84.0,mM
5546,5U8V,Kd,84.0,mM
5547,3AVZ,ic50,65.0,nM
5548,4TWW,ic50,63.0,uM
5549,4WY3,ic50,240.0,uM
5550,3AW0,ic50,5.7,uM
5551,2GZ7,ic50,0.3,uM
5552,4MDS,ic50,6.2,uM
5553,2QIQ,ic50,80.0,uM
5554,3V3M,ic50,4.8,uM
5555,3ATW,ic50,98.0,nM
5556,2GZ8,ic50,3.0,uM
5557,1GYM,ic50,2.0,mM
5558,3MJY,Ki,82.8,uM
5559,3MHU,Ki,212.93,uM
5560,2PSJ,Ki,20.0,nM
5561,1LBF,Kd,0.013999999999999999,uM
5562,1LBL,Kd,0.013999999999999999,uM
5563,3E5A,Ki,5.9,nM
5564,3HA6,ic50,2.1,uM
5565,4ITH,ic50,0.3169,uM
5566,4ITJ,ic50,0.3772,uM
5567,3TKI,ic50,0.05,nM
5568,2YM8,ic50,0.013000000000000001,uM
5569,2CGW,ic50,17.3,uM
5570,3F9N,ic50,1.3,uM
5571,4JIK,ic50,0.039,uM
5572,4QYH,ic50,0.0013,uM
5573,2BRB,Ki,13.7,uM
5574,3PA3,ic50,1.0,nM
5575,2YER,ic50,0.02,uM
5576,2E9O,ic50,20.0,nM
5577,2BRO,ic50,1.4,uM
5578,2QHN,ic50,980.0,nM
5579,4RVM,ic50,1.0,nM
5580,5DLS,ic50,4.4,nM
5581,2YM5,ic50,0.43,uM
5582,4HYH,ic50,1.0,nM
5583,1NVS,Ki,15.0,nM
5584,2YDK,ic50,0.006999999999999999,uM
5585,3OT3,ic50,0.005,uM
5586,2HXQ,ic50,144.0,nM
5587,2QHM,ic50,660.0,nM
5588,2BRH,ic50,22.0,uM
5589,2R0U,ic50,1.0,nM
5590,1NVR,Ki,7.8,nM
5591,3OT8,ic50,0.009000000000000001,uM
5592,2YM4,ic50,1.5,uM
5593,4HYI,ic50,2.0,nM
5594,4RVL,ic50,41.7,nM
5595,2XF0,ic50,30.0,uM
5596,2YM6,ic50,0.88,uM
5597,4QYG,ic50,0.0041,uM
5598,3TKH,ic50,47.0,nM
5599,2XEZ,ic50,1.5,uM
5600,2HXL,ic50,12.0,nM
5601,5F4N,ic50,2.2,nM
5602,2E9N,ic50,6.2,nM
5603,2YM3,ic50,1.2,uM
5604,3NLB,ic50,35.0,nM
5605,3JVR,Ki,1.89,uM
5606,2WMX,ic50,0.86,uM
5607,2C3J,Ki,0.659,uM
5608,2YM7,ic50,0.13,uM
5609,2X8I,ic50,0.19,uM
5610,2YDJ,ic50,0.005,uM
5611,4QYE,ic50,1.2,uM
5612,2BRG,ic50,6.1,uM
5613,2CGU,ic50,13.4,uM
5614,2WMR,ic50,52.0,uM
5615,3PA5,ic50,2.0,nM
5616,2WMV,ic50,9.2,uM
5617,2CGX,ic50,15.6,uM
5618,3JVS,Ki,0.146,uM
5619,2WMW,ic50,0.39,uM
5620,2BR1,Ki,7.2,uM
5621,2C3L,Ki,0.026000000000000002,uM
5622,2X8E,ic50,0.013999999999999999,uM
5623,2X8D,ic50,0.8,uM
5624,2YEX,ic50,0.0001,uM
5625,2BRM,Ki,1.3,uM
5626,1NVQ,Ki,5.6,nM
5627,3PA4,ic50,3.0,nM
5628,4RVK,ic50,13.5,nM
5629,2HOG,ic50,0.3,nM
5630,5UIU,ic50,0.2,nM
5631,5T1T,ic50,58.0,nM
5632,5T1S,ic50,84.0,nM
5633,4ZTN,ic50,19.0,nM
5634,4ZTL,ic50,1.2,uM
5635,4Y73,ic50,0.3,nM
5636,2OIC,ic50,4.0,nM
5637,5UIS,ic50,146.0,nM
5638,5UIT,ic50,4.6,nM
5639,3CY2,ic50,60.0,nM
5640,3JPV,ic50,0.12,uM
5641,4JX7,ic50,123.0,nM
5642,4GW8,ic50,1.5,uM
5643,3PE2,Ki,0.175,nM
5644,5CU4,Kd,0.32,uM
5645,3MB6,ic50,100.0,nM
5646,3BQC,ic50,2.0,uM
5647,5CSH,Kd,270.0,uM
5648,3OWL,ic50,0.67,uM
5649,5H8G,ic50,0.003,uM
5650,5B0X,ic50,0.02,uM
5651,5MO8,Kd,1.64,uM
5652,3AT4,Kd,2.26,nM
5653,3OWJ,Ki,0.86,uM
5654,5H8E,ic50,0.003,uM
5655,5MOE,Kd,500.0,uM
5656,5MOD,Kd,300.0,uM
5657,5CU3,Kd,0.32,uM
5658,4KWP,Ki,0.04,uM
5659,5CSP,Kd,58.0,uM
5660,4UB7,Ki,2.5,nM
5661,5CS6,Kd,630.0,uM
5662,3OWK,ic50,1.5,uM
5663,3R0T,ic50,0.91,nM
5664,3PE1,Ki,0.38,nM
5665,3H30,Ki,29.2,uM
5666,2ZJW,ic50,0.04,uM
5667,4GRB,ic50,17.0,nM
5668,3MB7,ic50,200.0,nM
5669,2PZI,ic50,3.0,uM
5670,2V92,Kd,24.5,uM
5671,2V92,Kd,12.5,uM
5672,2V8Q,Kd,24.5,uM
5673,1GUA,Kd,40.0,nM
5674,5VCV,Kd,15.0,nM
5675,5VCZ,Kd,444.0,nM
5676,5VD1,Kd,990.0,nM
5677,5VD0,Kd,324.0,nM
5678,5VCW,Kd,1105.0,uM
5679,5VD3,Kd,2817.0,nM
5680,5VCY,Kd,270.0,nM
5681,4YZN,ic50,15.4,uM
5682,4N70,Ki,0.001,nM
5683,3VBT,ic50,37.0,uM
5684,5IIS,Ki,0.001,uM
5685,4K1B,Ki,0.003,nM
5686,4XH6,ic50,2.71,uM
5687,3R04,ic50,0.12,uM
5688,5IPJ,ic50,0.3,nM
5689,2C3I,Kd,25.0,nM
5690,3VBW,ic50,6.0,uM
5691,3F2A,ic50,57.0,nM
5692,4WT6,ic50,0.012,uM
5693,4WRS,ic50,0.4,nM
5694,2J2I,ic50,0.2,uM
5695,3VBQ,ic50,470.0,pM
5696,2OBJ,ic50,0.05,uM
5697,2O3P,ic50,1.1,uM
5698,3VBY,ic50,28.0,uM
5699,4A7C,ic50,0.006,uM
5700,3BGQ,Ki,11.0,nM
5701,3R02,ic50,0.001,uM
5702,4K18,Ki,1.1,nM
5703,5KZI,ic50,0.07,nM
5704,4BZN,ic50,1.4409999999999998,uM
5705,3VBV,ic50,10.0,uM
5706,3UIX,ic50,0.151,uM
5707,3UMW,ic50,3.0,nM
5708,1YHS,ic50,0.01,uM
5709,2XJ1,Kd,28.0,nM
5710,2O64,Kd,0.34,uM
5711,4ALW,ic50,27.0,nM
5712,3BGZ,Ki,0.55,uM
5713,2O63,Kd,0.78,uM
5714,5V82,Ki,0.07,nM
5715,3VC4,ic50,24.0,nM
5716,5DHJ,Ki,0.2,uM
5717,1YI3,ic50,4.0,uM
5718,2XJ2,Kd,66.0,nM
5719,3R00,ic50,8.5,uM
5720,3C4E,ic50,100.0,uM
5721,3MA3,ic50,60.0,nM
5722,3VBX,ic50,17.0,uM
5723,5DGZ,Ki,14.0,nM
5724,2OI4,ic50,2.5,nM
5725,5EOL,ic50,0.3,nM
5726,3BWF,ic50,0.6,nM
5727,4WSY,ic50,0.017,uM
5728,4BZO,ic50,0.013000000000000001,uM
5729,5DWR,Ki,0.001,uM
5730,4XHK,ic50,5.0,nM
5731,4K0Y,Ki,15.0,nM
5732,4DTK,ic50,0.004,uM
5733,4N6Z,Ki,16.0,nM
5734,2Z7R,ic50,3.0,nM
5735,5EW9,Ki,0.01,nM
5736,4UZH,ic50,9800.0,nM
5737,3H0Y,ic50,0.006,uM
5738,4B0G,ic50,0.015,uM
5739,4JBP,ic50,41.0,nM
5740,3FDN,ic50,0.033,uM
5741,4J8M,ic50,48.0,nM
5742,4DEA,ic50,256.0,nM
5743,5DN3,Kd,3.77,uM
5744,3UOD,Kd,49.0,nM
5745,3UO4,Kd,299.0,nM
5746,3UP2,Kd,40.0,nM
5747,3UOL,ic50,3.1,nM
5748,3D14,ic50,22.0,nM
5749,2NP8,ic50,42.0,nM
5750,4UYN,ic50,2.0,nM
5751,2WTV,Ki,1.8,nM
5752,2J4Z,ic50,65.0,nM
5753,3LAU,ic50,0.044000000000000004,uM
5754,3DAJ,ic50,2.9,uM
5755,4JBO,ic50,24.0,nM
5756,3K5U,ic50,309.0,nM
5757,4X7Q,ic50,14.0,nM
5758,2PVN,Ki,0.00035,uM
5759,2PVH,Ki,0.26,uM
5760,2QC6,ic50,0.1,uM
5761,4ANM,ic50,28.0,nM
5762,2PVM,Ki,0.36,uM
5763,4DGO,ic50,0.57,uM
5764,3PWD,ic50,0.22,uM
5765,4DGM,ic50,1.2,uM
5766,1ZOG,Ki,0.07,uM
5767,2PVJ,Ki,0.005,uM
5768,4DGN,ic50,0.35,uM
5769,1ZOE,Ki,0.04,uM
5770,2PVL,Ki,0.024,uM
5771,3BE9,Ki,24.0,nM
5772,1OM1,Ki,0.17,uM
5773,1ZOH,Ki,0.1,uM
5774,2PVK,Ki,0.008,uM
5775,4Y8D,Kd,0.0089,uM
5776,2YAK,ic50,2.0,nM
5777,5AUZ,ic50,98.0,uM
5778,4TXC,Kd,0.24,uM
5779,5AUY,ic50,1.6,uM
5780,5AUW,ic50,8.9,uM
5781,5AUU,ic50,21.0,uM
5782,5AUT,Kd,6.7,uM
5783,5AV0,ic50,280.0,uM
5784,5AUX,ic50,10.0,uM
5785,5AUV,ic50,31.0,uM
5786,4XV1,ic50,0.0042,uM
5787,4XV2,ic50,0.0054,uM
5788,4XV9,ic50,0.19,uM
5789,4A4X,ic50,0.059000000000000004,uM
5790,5M51,ic50,19.0,uM
5791,2XKD,ic50,2.3,uM
5792,2XNO,ic50,6.57,uM
5793,5M57,ic50,12.0,uM
5794,2XK4,ic50,16.9,uM
5795,2XKC,ic50,2.6,uM
5796,2XNP,ic50,0.66,uM
5797,5M55,ic50,0.24,uM
5798,2XNM,ic50,0.16,uM
5799,2XKF,ic50,0.87,uM
5800,2JAV,ic50,8.0,uM
5801,5M53,ic50,0.62,uM
5802,2XK8,ic50,2.4,uM
5803,2XKE,ic50,4.2,uM
5804,2XK7,ic50,1.5,uM
5805,2HY0,ic50,0.65,nM
5806,3QCQ,ic50,1e-08,M
5807,1UU9,ic50,3.8,uM
5808,2XCK,ic50,713.0,nM
5809,3QD4,ic50,1e-08,M
5810,3RCJ,ic50,0.8,uM
5811,5MRD,ic50,36.4,uM
5812,3ION,ic50,8.0,nM
5813,1UU7,ic50,14.0,uM
5814,3HRF,Kd,10.3,uM
5815,3QCS,ic50,1e-08,M
5816,3H9O,ic50,70.0,nM
5817,3QD3,ic50,1e-08,M
5818,1OKY,ic50,6.5,nM
5819,3IOP,ic50,17.0,nM
5820,2PE1,ic50,6.0,nM
5821,3RWP,Ki,0.6,nM
5822,1Z5M,ic50,30.0,nM
5823,5HKM,ic50,0.013000000000000001,uM
5824,3QD0,ic50,1e-08,M
5825,5LVN,Kd,20.0,uM
5826,2XCH,ic50,374.0,nM
5827,3QCX,ic50,1e-08,M
5828,1UU3,ic50,0.75,uM
5829,5LVL,Kd,1.25,uM
5830,3QC4,ic50,0.002,uM
5831,3QCY,ic50,1e-08,M
5832,1UU8,ic50,9.0,uM
5833,4FR3,Kd,0.07,uM
5834,5BTV,Kd,6.5,uM
5835,4Y32,ic50,90.1,uM
5836,4Y5I,ic50,301.3,uM
5837,3IQV,Kd,6.6,uM
5838,4IEA,Kd,346.0,nM
5839,3LW1,Kd,16.3,uM
5840,3SP5,Kd,0.56,uM
5841,3IQJ,Kd,7.5,uM
5842,5HF3,Kd,13.4,uM
5843,4Y3B,ic50,90.1,uM
5844,2JDR,ic50,0.5,nM
5845,2JDO,ic50,0.23,uM
5846,3E+88,Ki,2.0,nM
5847,3D0E,ic50,13.0,nM
5848,2X39,ic50,30.0,nM
5849,4NW6,ic50,0.004,uM
5850,3UBD,Kd,2.9,uM
5851,4GUE,Kd,5.8,uM
5852,4NUS,ic50,0.005,uM
5853,4NW5,ic50,0.02,uM
5854,5D9L,ic50,0.024,uM
5855,4G31,ic50,0.4,nM
5856,4X7J,ic50,41.0,nM
5857,4X7K,ic50,4.0,nM
5858,4X7L,ic50,9.0,nM
5859,4X7N,ic50,6.0,nM
5860,4N84,Kd,41.0,nM
5861,1QJB,Ki,416.0,nM
5862,1QJA,Ki,416.0,nM
5863,2V7D,Kd,261.0,nM
5864,3NKX,Kd,7.5,uM
5865,2XK9,ic50,0.03,nM
5866,2YCQ,ic50,0.14,nM
5867,2W7X,ic50,138.0,nM
5868,2YCF,ic50,0.7,nM
5869,4BDI,ic50,227.7,uM
5870,2YCR,ic50,69.6,nM
5871,2WTJ,ic50,0.7,uM
5872,4BDB,ic50,85.6,uM
5873,2YIT,ic50,0.29,nM
5874,2W0J,ic50,240.0,nM
5875,2YCS,ic50,1.36,nM
5876,2WTI,ic50,0.092,uM
5877,2YIR,ic50,0.17,nM
5878,2XBJ,ic50,0.86,uM
5879,2XM9,ic50,0.009000000000000001,uM
5880,2YIQ,ic50,12.67,nM
5881,5DRB,Kd,3.71,nM
5882,5TF9,Kd,4.4,uM
5883,4CQE,Kd,3.0,nM
5884,5JSM,ic50,260.0,nM
5885,5DH3,ic50,38.1,nM
5886,3V8S,ic50,0.65,uM
5887,3MVH,ic50,0.5,nM
5888,4EKL,ic50,5.0,nM
5889,3CQW,ic50,42.0,nM
5890,4GV1,ic50,3.0,nM
5891,3MV5,ic50,180.0,nM
5892,3QKM,ic50,0.038,uM
5893,3CQU,ic50,151.0,nM
5894,5IH9,ic50,0.002,uM
5895,5IH8,ic50,0.18,uM
5896,5IHA,ic50,0.41,uM
5897,4BKZ,ic50,0.027000000000000003,uM
5898,4BKY,ic50,0.012,uM
5899,5K00,ic50,7.1,nM
5900,5IHC,ic50,0.013000000000000001,uM
5901,3RE4,Kd,40.0,nM
5902,2X4Z,Ki,18.7,nM
5903,4APP,Ki,0.064,uM
5904,4O0X,Ki,0.068,uM
5905,4O0Y,Ki,0.06,uM
5906,4NJD,ic50,0.79,uM
5907,3WF9,ic50,567.0,nM
5908,3WF8,ic50,232.0,nM
5909,3WE4,ic50,15.0,nM
5910,3WF5,ic50,81.0,nM
5911,3WF7,ic50,206.0,nM
5912,3WF6,ic50,33.0,nM
5913,4UAL,Ki,4.0,nM
5914,3TKU,ic50,1.92,uM
5915,3TDH,Kd,55.0,uM
5916,3T4N,Kd,80.0,uM
5917,5W4W,ic50,8.0,nM
5918,5IH5,ic50,0.5,uM
5919,5MQV,ic50,8.0,nM
5920,4TW9,ic50,0.02,uM
5921,5IH6,ic50,2.5,uM
5922,4KB8,ic50,3040.0,nM
5923,4KBK,ic50,1000.0,nM
5924,5EYK,ic50,3.0,nM
5925,5DEY,Ki,3.7,nM
5926,4O0R,Ki,0.036000000000000004,uM
5927,3FY0,ic50,1090.0,nM
5928,5DFP,Ki,22.0,nM
5929,3FXZ,ic50,130.0,nM
5930,5IME,Ki,4.6,nM
5931,4ZY6,Ki,5.0,nM
5932,4EQC,ic50,0.008,uM
5933,4ZJJ,Kd,9.9,nM
5934,5KBR,ic50,260.0,nM
5935,4ZLO,ic50,54.0,uM
5936,4ZJI,Kd,340.0,nM
5937,4ZY5,Ki,26.0,nM
5938,4NFN,ic50,120.0,nM
5939,5AX9,ic50,8.0,nM
5940,4IJP,ic50,0.016,uM
5941,4U44,ic50,0.008,uM
5942,4OBQ,ic50,0.065,uM
5943,4U43,Kd,48.0,uM
5944,4OBP,ic50,0.017,uM
5945,4RVT,ic50,1.9,uM
5946,4OBO,ic50,0.077,uM
5947,4C2V,ic50,1.0,nM
5948,2VGP,ic50,577.0,nM
5949,2VGO,ic50,500.0,nM
5950,5HTC,Kd,150.0,nM
5951,5HTB,Kd,170.0,nM
5952,4QTC,Kd,0.297,uM
5953,3M2W,ic50,0.003,uM
5954,5A6N,ic50,2.1,uM
5955,4EJN,ic50,0.005,uM
5956,4WNP,ic50,8.0,nM
5957,4WNO,ic50,160.0,nM
5958,5CI7,ic50,120.0,nM
5959,4G17,ic50,0.028999999999999998,uM
5960,4G16,ic50,0.14,uM
5961,4J0M,Kd,3.6,nM
5962,2Y4S,Kd,0.7,uM
5963,3OND,ic50,67.0,uM
5964,2ZJ1,ic50,0.2,uM
5965,2ZJ0,ic50,66.0,uM
5966,3CE6,ic50,500.0,uM
5967,2ZIZ,ic50,20.0,uM
5968,3NJ4,ic50,0.48,uM
5969,5W49,ic50,8.0,uM
5970,3WQM,Kd,560.0,nM
5971,2YOH,Ki,11.0,uM
5972,2YOF,Ki,25.0,uM
5973,2YOG,Ki,31.0,uM
5974,4GFD,Ki,330.0,pM
5975,4QGA,ic50,12.0,nM
5976,4HLD,ic50,0.5,nM
5977,4QGG,ic50,1.0,nM
5978,4QGF,ic50,69.0,nM
5979,4QG7,ic50,10.0,nM
5980,4QGH,ic50,1.0,nM
5981,4HDC,ic50,1.2,nM
5982,4HEJ,ic50,24000.0,nM
5983,4GSY,ic50,120.0,nM
5984,4HLC,ic50,174.0,nM
5985,4TMK,Kd,20.0,nM
5986,5TMP,Kd,34.0,nM
5987,4UNR,ic50,0.002,uM
5988,4UNP,Kd,590.0,uM
5989,4UNS,ic50,0.2,uM
5990,4UNN,ic50,0.42,uM
5991,1MRN,Ki,30.0,uM
5992,1W2G,Ki,27.0,uM
5993,1W2H,Ki,10.0,uM
5994,1MRS,Ki,110.0,uM
5995,4UNQ,ic50,0.24,uM
5996,3TMK,Kd,135.0,nM
5997,3UXM,ic50,17.0,uM
5998,3UWK,ic50,58.0,uM
5999,3UWO,ic50,20.0,uM
6000,2CFD,Ki,32.0,nM
6001,2BT3,Ki,37.0,nM
6002,2CFG,Ki,36.0,nM
6003,2PNC,Ki,466.0,uM
6004,1KY8,Kd,1.0,uM
6005,3ZRM,ic50,0.13,uM
6006,3ZRL,ic50,0.16,uM
6007,4AFJ,ic50,0.4,uM
6008,3ZRK,ic50,0.13,uM
6009,2JLD,ic50,0.04,nM
6010,4PTE,ic50,74.0,nM
6011,1Q5K,Ki,38.0,nM
6012,3I4B,Ki,7.0,nM
6013,1Q3D,ic50,15.0,nM
6014,1Q3W,ic50,4.0,nM
6015,4PTG,ic50,5.9,nM
6016,4ACC,Ki,20.0,nM
